36.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;NBA,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
17:01:35.0 (83447)|USER_INFO|[EXTERNAL]|0056F000008202z|s023879@au-portal.local.fullsand|日本標準時|GMT+09:00
17:01:35.0 (124591)|EXECUTION_STARTED
17:01:35.0 (131001)|CODE_UNIT_STARTED|[EXTERNAL]|0666F0000066wqY|VF: /apex/sadailyreporteditorforadmin
17:01:35.0 (48761744)|SYSTEM_MODE_ENTER|true
17:01:35.0 (49189067)|VARIABLE_SCOPE_BEGIN|[10]|saDailyReportEditorForAdminCtl.CALL_TYPE_AU_HEARING|String|false|true
17:01:35.0 (49202545)|VARIABLE_SCOPE_BEGIN|[8]|saDailyReportEditorForAdminCtl.CALL_TYPE_DAILYREPORT|String|false|true
17:01:35.0 (49209757)|VARIABLE_SCOPE_BEGIN|[9]|saDailyReportEditorForAdminCtl.CALL_TYPE_SANX_HEARING|String|false|true
17:01:35.0 (49217067)|VARIABLE_SCOPE_BEGIN|[3]|saDailyReportEditorForAdminCtl.PARAM_ID|String|false|true
17:01:35.0 (49224823)|VARIABLE_SCOPE_BEGIN|[4]|saDailyReportEditorForAdminCtl.SCROLL_TOP|String|false|true
17:01:35.0 (49231978)|VARIABLE_SCOPE_BEGIN|[6]|saDailyReportEditorForAdminCtl.URL_PARAM_NAME_CALLTYPE|String|false|true
17:01:35.0 (49239119)|VARIABLE_SCOPE_BEGIN|[5]|saDailyReportEditorForAdminCtl.URL_PARAM_NAME_ISCOPY|String|false|true
17:01:35.0 (49245944)|VARIABLE_SCOPE_BEGIN|[12]|saDailyReportEditorForAdminCtl.USER_BASE_QUERY|String|false|true
17:01:35.0 (49252623)|VARIABLE_SCOPE_BEGIN|[13]|saDailyReportEditorForAdminCtl.USER_BASE_QUERY_SA|String|false|true
17:01:35.0 (49386534)|HEAP_ALLOCATE|[72]|Bytes:3
17:01:35.0 (49426569)|HEAP_ALLOCATE|[77]|Bytes:152
17:01:35.0 (49441138)|HEAP_ALLOCATE|[342]|Bytes:408
17:01:35.0 (49454226)|HEAP_ALLOCATE|[355]|Bytes:408
17:01:35.0 (49465694)|HEAP_ALLOCATE|[467]|Bytes:48
17:01:35.0 (49489591)|HEAP_ALLOCATE|[139]|Bytes:6
17:01:35.0 (49505197)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:48
17:01:35.0 (49512643)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:740
17:01:35.0 (49517018)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:277
17:01:35.0 (49521348)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:54
17:01:35.0 (49525146)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:1
17:01:35.0 (49547287)|VARIABLE_ASSIGNMENT|[EXTERNAL]|saDailyReportEditorForAdminCtl.CALL_TYPE_AU_HEARING|"3"
17:01:35.0 (49552346)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:1
17:01:35.0 (49557880)|VARIABLE_ASSIGNMENT|[EXTERNAL]|saDailyReportEditorForAdminCtl.CALL_TYPE_DAILYREPORT|"1"
17:01:35.0 (49561807)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:1
17:01:35.0 (49566775)|VARIABLE_ASSIGNMENT|[EXTERNAL]|saDailyReportEditorForAdminCtl.CALL_TYPE_SANX_HEARING|"2"
17:01:35.0 (49570462)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:2
17:01:35.0 (49576363)|VARIABLE_ASSIGNMENT|[EXTERNAL]|saDailyReportEditorForAdminCtl.PARAM_ID|"id"
17:01:35.0 (49580307)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:3
17:01:35.0 (49586543)|VARIABLE_ASSIGNMENT|[EXTERNAL]|saDailyReportEditorForAdminCtl.SCROLL_TOP|"top"
17:01:35.0 (49590737)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
17:01:35.0 (49596687)|VARIABLE_ASSIGNMENT|[EXTERNAL]|saDailyReportEditorForAdminCtl.URL_PARAM_NAME_CALLTYPE|"type"
17:01:35.0 (49600773)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:6
17:01:35.0 (49606973)|VARIABLE_ASSIGNMENT|[EXTERNAL]|saDailyReportEditorForAdminCtl.URL_PARAM_NAME_ISCOPY|"isCopy"
17:01:35.0 (49611105)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:100
17:01:35.0 (49620110)|VARIABLE_ASSIGNMENT|[EXTERNAL]|saDailyReportEditorForAdminCtl.USER_BASE_QUERY|" SELECT id, Name, Pr (80 more) ..."
17:01:35.0 (49624540)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:220
