36.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;NBA,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
16:42:52.0 (85644)|USER_INFO|[EXTERNAL]|0056F000006PtYl|gwadmin@gw.jp.kddi.fullsand|日本標準時|GMT+09:00
16:42:52.0 (134924)|EXECUTION_STARTED
16:42:52.0 (140747)|CODE_UNIT_STARTED|[EXTERNAL]|0666F0000066wqY|VF: /apex/sadailyreporteditorforadmin
16:42:52.0 (38934271)|SYSTEM_MODE_ENTER|true
16:42:52.0 (39347337)|VARIABLE_SCOPE_BEGIN|[10]|saDailyReportEditorForAdminCtl.CALL_TYPE_AU_HEARING|String|false|true
16:42:52.0 (39362347)|VARIABLE_SCOPE_BEGIN|[8]|saDailyReportEditorForAdminCtl.CALL_TYPE_DAILYREPORT|String|false|true
16:42:52.0 (39370115)|VARIABLE_SCOPE_BEGIN|[9]|saDailyReportEditorForAdminCtl.CALL_TYPE_SANX_HEARING|String|false|true
16:42:52.0 (39377721)|VARIABLE_SCOPE_BEGIN|[3]|saDailyReportEditorForAdminCtl.PARAM_ID|String|false|true
16:42:52.0 (39386171)|VARIABLE_SCOPE_BEGIN|[4]|saDailyReportEditorForAdminCtl.SCROLL_TOP|String|false|true
16:42:52.0 (39393666)|VARIABLE_SCOPE_BEGIN|[6]|saDailyReportEditorForAdminCtl.URL_PARAM_NAME_CALLTYPE|String|false|true
16:42:52.0 (39402388)|VARIABLE_SCOPE_BEGIN|[5]|saDailyReportEditorForAdminCtl.URL_PARAM_NAME_ISCOPY|String|false|true
16:42:52.0 (39409971)|VARIABLE_SCOPE_BEGIN|[12]|saDailyReportEditorForAdminCtl.USER_BASE_QUERY|String|false|true
16:42:52.0 (39417183)|VARIABLE_SCOPE_BEGIN|[13]|saDailyReportEditorForAdminCtl.USER_BASE_QUERY_SA|String|false|true
16:42:52.0 (39529715)|HEAP_ALLOCATE|[72]|Bytes:3
16:42:52.0 (39562265)|HEAP_ALLOCATE|[77]|Bytes:152
16:42:52.0 (39574812)|HEAP_ALLOCATE|[342]|Bytes:408
16:42:52.0 (39586159)|HEAP_ALLOCATE|[355]|Bytes:408
16:42:52.0 (39597148)|HEAP_ALLOCATE|[467]|Bytes:48
16:42:52.0 (39623243)|HEAP_ALLOCATE|[139]|Bytes:6
16:42:52.0 (39637959)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:48
16:42:52.0 (39645139)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:740
16:42:52.0 (39649744)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:277
16:42:52.0 (39654153)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:54
16:42:52.0 (39658058)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:1
16:42:52.0 (39680033)|VARIABLE_ASSIGNMENT|[EXTERNAL]|saDailyReportEditorForAdminCtl.CALL_TYPE_AU_HEARING|"3"
16:42:52.0 (39686131)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:1
16:42:52.0 (39692276)|VARIABLE_ASSIGNMENT|[EXTERNAL]|saDailyReportEditorForAdminCtl.CALL_TYPE_DAILYREPORT|"1"
16:42:52.0 (39696356)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:1
16:42:52.0 (39701785)|VARIABLE_ASSIGNMENT|[EXTERNAL]|saDailyReportEditorForAdminCtl.CALL_TYPE_SANX_HEARING|"2"
16:42:52.0 (39705813)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:2
16:42:52.0 (39712453)|VARIABLE_ASSIGNMENT|[EXTERNAL]|saDailyReportEditorForAdminCtl.PARAM_ID|"id"
