36.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;NBA,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
17:10:23.0 (71130)|USER_INFO|[EXTERNAL]|0056F000008202z|s023879@au-portal.local.fullsand|日本標準時|GMT+09:00
17:10:23.0 (103474)|EXECUTION_STARTED
17:10:23.0 (107950)|CODE_UNIT_STARTED|[EXTERNAL]|0666F0000066wqY|VF: /apex/sadailyreporteditorforadmin
17:10:23.0 (39390766)|SYSTEM_MODE_ENTER|true
17:10:23.0 (39828311)|VARIABLE_SCOPE_BEGIN|[10]|saDailyReportEditorForAdminCtl.CALL_TYPE_AU_HEARING|String|false|true
17:10:23.0 (39841143)|VARIABLE_SCOPE_BEGIN|[8]|saDailyReportEditorForAdminCtl.CALL_TYPE_DAILYREPORT|String|false|true
17:10:23.0 (39847510)|VARIABLE_SCOPE_BEGIN|[9]|saDailyReportEditorForAdminCtl.CALL_TYPE_SANX_HEARING|String|false|true
17:10:23.0 (39854556)|VARIABLE_SCOPE_BEGIN|[3]|saDailyReportEditorForAdminCtl.PARAM_ID|String|false|true
17:10:23.0 (39861991)|VARIABLE_SCOPE_BEGIN|[4]|saDailyReportEditorForAdminCtl.SCROLL_TOP|String|false|true
17:10:23.0 (39868796)|VARIABLE_SCOPE_BEGIN|[6]|saDailyReportEditorForAdminCtl.URL_PARAM_NAME_CALLTYPE|String|false|true
17:10:23.0 (39875342)|VARIABLE_SCOPE_BEGIN|[5]|saDailyReportEditorForAdminCtl.URL_PARAM_NAME_ISCOPY|String|false|true
17:10:23.0 (39883290)|VARIABLE_SCOPE_BEGIN|[12]|saDailyReportEditorForAdminCtl.USER_BASE_QUERY|String|false|true
17:10:23.0 (39889840)|VARIABLE_SCOPE_BEGIN|[13]|saDailyReportEditorForAdminCtl.USER_BASE_QUERY_SA|String|false|true
17:10:23.0 (39986965)|HEAP_ALLOCATE|[72]|Bytes:3
17:10:23.0 (40012591)|HEAP_ALLOCATE|[77]|Bytes:152
17:10:23.0 (40024727)|HEAP_ALLOCATE|[342]|Bytes:408
17:10:23.0 (40037105)|HEAP_ALLOCATE|[355]|Bytes:408
17:10:23.0 (40048626)|HEAP_ALLOCATE|[467]|Bytes:48
17:10:23.0 (40070267)|HEAP_ALLOCATE|[139]|Bytes:6
17:10:23.0 (40084797)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:48
17:10:23.0 (40092019)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:740
17:10:23.0 (40096937)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:277
17:10:23.0 (40101712)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:54
17:10:23.0 (40106172)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:1
17:10:23.0 (40127951)|VARIABLE_ASSIGNMENT|[EXTERNAL]|saDailyReportEditorForAdminCtl.CALL_TYPE_AU_HEARING|"3"
17:10:23.0 (40133369)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:1
17:10:23.0 (40139237)|VARIABLE_ASSIGNMENT|[EXTERNAL]|saDailyReportEditorForAdminCtl.CALL_TYPE_DAILYREPORT|"1"
17:10:23.0 (40143213)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:1
17:10:23.0 (40149196)|VARIABLE_ASSIGNMENT|[EXTERNAL]|saDailyReportEditorForAdminCtl.CALL_TYPE_SANX_HEARING|"2"
17:10:23.0 (40153909)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:2
17:10:23.0 (40160231)|VARIABLE_ASSIGNMENT|[EXTERNAL]|saDailyReportEditorForAdminCtl.PARAM_ID|"id"
17:10:23.0 (40164063)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:3
17:10:23.0 (40169817)|VARIABLE_ASSIGNMENT|[EXTERNAL]|saDailyReportEditorForAdminCtl.SCROLL_TOP|"top"
17:10:23.0 (40173747)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
17:10:23.0 (40179388)|VARIABLE_ASSIGNMENT|[EXTERNAL]|saDailyReportEditorForAdminCtl.URL_PARAM_NAME_CALLTYPE|"type"
17:10:23.0 (40183218)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:6
17:10:23.0 (40189028)|VARIABLE_ASSIGNMENT|[EXTERNAL]|saDailyReportEditorForAdminCtl.URL_PARAM_NAME_ISCOPY|"isCopy"
17:10:23.0 (40193468)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:100
17:10:23.0 (40202975)|VARIABLE_ASSIGNMENT|[EXTERNAL]|saDailyReportEditorForAdminCtl.USER_BASE_QUERY|" SELECT id, Name, Pr (80 more) ..."
17:10:23.0 (40207484)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:220
17:10:23.0 (40215162)|VARIABLE_ASSIGNMENT|[EXTERNAL]|saDailyReportEditorForAdminCtl.USER_BASE_QUERY_SA|" SELECT id, (Select  (200 more) ..."
17:10:23.0 (40226235)|METHOD_ENTRY|[1]|01p6F000006sUQn|saDailyReportEditorForAdminCtl.saDailyReportEditorForAdminCtl()
17:10:23.0 (40232414)|STATEMENT_EXECUTE|[1]
17:10:23.0 (40236831)|STATEMENT_EXECUTE|[1]
17:10:23.0 (40262610)|HEAP_ALLOCATE|[50]|Bytes:5
17:10:23.0 (40278533)|HEAP_ALLOCATE|[56]|Bytes:5
17:10:23.0 (40285362)|HEAP_ALLOCATE|[64]|Bytes:7
17:10:23.0 (40298935)|SYSTEM_MODE_ENTER|false
17:10:23.0 (40307920)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
17:10:23.0 (40311972)|STATEMENT_EXECUTE|[1322]
17:10:23.0 (40313781)|STATEMENT_EXECUTE|[1879]
17:10:23.0 (40315227)|STATEMENT_EXECUTE|[1927]
17:10:23.0 (40319475)|SYSTEM_MODE_EXIT|false
17:10:23.0 (40327041)|METHOD_EXIT|[1]|saDailyReportEditorForAdminCtl
17:10:23.0 (42537182)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:156
17:10:23.0 (42551278)|VARIABLE_SCOPE_BEGIN|[93]|this|saDailyReportEditorForAdminCtl|true|false
17:10:23.0 (42677711)|VARIABLE_ASSIGNMENT|[93]|this|{}|0x69ce7583
17:10:23.0 (42691124)|SYSTEM_MODE_ENTER|false
17:10:23.0 (42698269)|HEAP_ALLOCATE|[59]|Bytes:5
17:10:23.0 (42703069)|STATEMENT_EXECUTE|[1]
17:10:23.0 (42706175)|HEAP_ALLOCATE|[59]|Bytes:5
17:10:23.0 (42709275)|STATEMENT_EXECUTE|[15]
17:10:23.0 (42711457)|STATEMENT_EXECUTE|[16]
17:10:23.0 (42713192)|STATEMENT_EXECUTE|[17]
17:10:23.0 (42714571)|STATEMENT_EXECUTE|[18]
17:10:23.0 (42716144)|STATEMENT_EXECUTE|[19]
17:10:23.0 (42717518)|STATEMENT_EXECUTE|[20]
17:10:23.0 (42718891)|STATEMENT_EXECUTE|[21]
17:10:23.0 (42720272)|STATEMENT_EXECUTE|[22]
17:10:23.0 (42721680)|STATEMENT_EXECUTE|[23]
17:10:23.0 (42723052)|STATEMENT_EXECUTE|[24]
17:10:23.0 (42724438)|STATEMENT_EXECUTE|[25]
17:10:23.0 (42725860)|STATEMENT_EXECUTE|[26]
17:10:23.0 (42727275)|STATEMENT_EXECUTE|[27]
17:10:23.0 (42728686)|STATEMENT_EXECUTE|[28]
17:10:23.0 (42730166)|STATEMENT_EXECUTE|[30]
17:10:23.0 (42731570)|STATEMENT_EXECUTE|[31]
17:10:23.0 (42732961)|STATEMENT_EXECUTE|[32]
17:10:23.0 (42734330)|STATEMENT_EXECUTE|[33]
17:10:23.0 (42735715)|STATEMENT_EXECUTE|[34]
17:10:23.0 (42737158)|STATEMENT_EXECUTE|[35]
17:10:23.0 (42738553)|STATEMENT_EXECUTE|[37]
17:10:23.0 (42740142)|STATEMENT_EXECUTE|[38]
17:10:23.0 (42741630)|STATEMENT_EXECUTE|[40]
17:10:23.0 (42743011)|STATEMENT_EXECUTE|[41]
17:10:23.0 (42744615)|STATEMENT_EXECUTE|[43]
17:10:23.0 (42746008)|STATEMENT_EXECUTE|[44]
17:10:23.0 (42747389)|STATEMENT_EXECUTE|[45]
17:10:23.0 (42748779)|STATEMENT_EXECUTE|[46]
17:10:23.0 (42750186)|STATEMENT_EXECUTE|[48]
17:10:23.0 (42751571)|STATEMENT_EXECUTE|[49]
17:10:23.0 (42753016)|STATEMENT_EXECUTE|[51]
17:10:23.0 (42754463)|STATEMENT_EXECUTE|[52]
17:10:23.0 (42755989)|STATEMENT_EXECUTE|[54]
17:10:23.0 (42757445)|STATEMENT_EXECUTE|[56]
17:10:23.0 (42758923)|STATEMENT_EXECUTE|[57]
17:10:23.0 (42760521)|STATEMENT_EXECUTE|[59]
17:10:23.0 (42763851)|HEAP_ALLOCATE|[59]|Bytes:53
17:10:23.0 (42778123)|HEAP_ALLOCATE|[59]|Bytes:4
17:10:23.0 (42788649)|HEAP_ALLOCATE|[59]|Bytes:7
17:10:23.0 (42821314)|HEAP_ALLOCATE|[59]|Bytes:89
17:10:23.0 (42830620)|SYSTEM_METHOD_ENTRY|[1]|UserInfo.UserInfo()
17:10:23.0 (42834450)|STATEMENT_EXECUTE|[1]
17:10:23.0 (42840924)|SYSTEM_METHOD_EXIT|[1]|UserInfo
17:10:23.0 (42852701)|METHOD_ENTRY|[59]||System.UserInfo.getUserId()
17:10:23.0 (44353628)|METHOD_EXIT|[59]||System.UserInfo.getUserId()
17:10:23.0 (46766659)|SOQL_EXECUTE_BEGIN|[59]|Aggregations:0|SELECT Id, Profile.Name FROM User WHERE Id = :tmpVar1
17:10:23.0 (52493850)|SOQL_EXECUTE_END|[59]|Rows:1
17:10:23.0 (52516422)|HEAP_ALLOCATE|[59]|Bytes:8
17:10:23.0 (52534862)|HEAP_ALLOCATE|[59]|Bytes:116
17:10:23.0 (52577621)|HEAP_ALLOCATE|[59]|Bytes:8
17:10:23.0 (52591476)|HEAP_ALLOCATE|[59]|Bytes:30
17:10:23.0 (52640093)|HEAP_ALLOCATE|[59]|Bytes:16
17:10:23.0 (52678170)|VARIABLE_ASSIGNMENT|[59]|this.currentUser|{"Id":"0056F000008202zQAA","ProfileId":"00e6F000002FIslQAG","Profile":{"Name":"KDDI - 支店","Id":"00e6F000002FIslQAG"}}|0x69ce7583
17:10:23.0 (52686203)|STATEMENT_EXECUTE|[88]
17:10:23.0 (52690706)|HEAP_ALLOCATE|[88]|Bytes:134
17:10:23.0 (52705081)|HEAP_ALLOCATE|[88]|Bytes:4
17:10:23.0 (52954491)|SOQL_EXECUTE_BEGIN|[88]|Aggregations:0|SELECT Id, DeveloperName, Name, ParentRoleId FROM UserRole WHERE PortalType != 'CustomerPortal' ORDER BY DeveloperName ASC NULLS FIRST
17:10:23.0 (94925109)|SOQL_EXECUTE_END|[88]|Rows:584
17:10:23.0 (94956219)|HEAP_ALLOCATE|[88]|Bytes:2340
17:10:23.0 (95746942)|HEAP_ALLOCATE|[88]|Bytes:66034
17:10:23.0 (95778110)|HEAP_ALLOCATE|[88]|Bytes:2340
17:10:23.0 (95824228)|VARIABLE_ASSIGNMENT|[88]|this.lsRolesFull|"List of size 584 too large to display"|0x69ce7583
17:10:23.0 (95831380)|STATEMENT_EXECUTE|[2003]
17:10:23.0 (95849042)|HEAP_ALLOCATE|[88]|Bytes:6
17:10:23.0 (95885122)|STATEMENT_EXECUTE|[93]
17:10:23.0 (95887333)|STATEMENT_EXECUTE|[96]
17:10:23.0 (96024080)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"currentUser":"0x7baae3d0","lsRolesFull":"0x572325ac"}|0x69ce7583
17:10:23.0 (96038878)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|0.0
17:10:23.0 (96050796)|VARIABLE_ASSIGNMENT|[22]|this.scrollTopValue|0.0|0x69ce7583
17:10:23.0 (96061657)|STATEMENT_EXECUTE|[97]
17:10:23.0 (96131230)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"currentUser":"0x7baae3d0","lsRolesFull":"0x572325ac","scrollTopValue":0.0}|0x69ce7583
17:10:23.0 (96140590)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|0.0
17:10:23.0 (96149761)|VARIABLE_ASSIGNMENT|[24]|this.currentScrollValue|0.0|0x69ce7583
17:10:23.0 (96157804)|STATEMENT_EXECUTE|[98]
17:10:23.0 (96223918)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"currentScrollValue":0.0,"currentUser":"0x7baae3d0","lsRolesFull":"0x572325ac","scrollTopValue":0.0}|0x69ce7583
17:10:23.0 (96238329)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|false
17:10:23.0 (96244583)|HEAP_ALLOCATE|[20]|Bytes:5
17:10:23.0 (96252801)|VARIABLE_ASSIGNMENT|[20]|this.isValid|false|0x69ce7583
17:10:23.0 (96260551)|STATEMENT_EXECUTE|[99]
17:10:23.0 (96264481)|VARIABLE_SCOPE_BEGIN|[99]|isCopy|Boolean|false|false
17:10:23.0 (96273447)|HEAP_ALLOCATE|[99]|Bytes:5
17:10:23.0 (96279653)|VARIABLE_ASSIGNMENT|[99]|isCopy|false
17:10:23.0 (96283474)|STATEMENT_EXECUTE|[100]
17:10:23.0 (96350839)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"currentScrollValue":0.0,"currentUser":"0x7baae3d0","isValid":false,"lsRolesFull":"0x572325ac","scrollTopValue":0.0}|0x69ce7583
17:10:23.0 (96361469)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|false
17:10:23.0 (96366600)|HEAP_ALLOCATE|[17]|Bytes:5
17:10:23.0 (96373890)|VARIABLE_ASSIGNMENT|[17]|this.isReadOnly|false|0x69ce7583
17:10:23.0 (96382296)|STATEMENT_EXECUTE|[101]
17:10:23.0 (96445512)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"currentScrollValue":0.0,"currentUser":"0x7baae3d0","isReadOnly":false,"isValid":false,"lsRolesFull":"0x572325ac","scrollTopValue":0.0}|0x69ce7583
17:10:23.0 (96455867)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|false
17:10:23.0 (96460815)|HEAP_ALLOCATE|[18]|Bytes:5
17:10:23.0 (96468185)|VARIABLE_ASSIGNMENT|[18]|this.isReadOnlyUsers|false|0x69ce7583
17:10:23.0 (96476587)|STATEMENT_EXECUTE|[102]
17:10:23.0 (96535209)|VARIABLE_SCOPE_BEGIN|[102]|rec|saInquiry__c|true|false
17:10:23.0 (96547225)|VARIABLE_ASSIGNMENT|[102]|rec|null|
17:10:23.0 (96551889)|STATEMENT_EXECUTE|[104]
17:10:23.0 (96553392)|STATEMENT_EXECUTE|[104]
17:10:23.0 (96554912)|STATEMENT_EXECUTE|[105]
17:10:23.0 (96639123)|HEAP_ALLOCATE|[105]|Bytes:63
17:10:23.0 (96685186)|HEAP_ALLOCATE|[105]|Bytes:26
17:10:23.0 (96704449)|VARIABLE_SCOPE_BEGIN|[105]|params|Map<String,String>|true|false
17:10:23.0 (96726007)|VARIABLE_ASSIGNMENT|[105]|params|{"id":"a0I0k000003zyMREAY","top":"0.0"}|0x42a62746
17:10:23.0 (96774043)|STATEMENT_EXECUTE|[106]
17:10:23.0 (96776219)|STATEMENT_EXECUTE|[107]
17:10:23.0 (96818539)|HEAP_ALLOCATE|[107]|Bytes:12
17:10:23.0 (96886651)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"currentScrollValue":0.0,"currentUser":"0x7baae3d0","isReadOnly":false,"isReadOnlyUsers":false,"isValid":false,"lsRolesFull":"0x572325ac","scrollTopValue":0.0}|0x69ce7583
17:10:23.0 (96896544)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|0.0
17:10:23.0 (96906123)|VARIABLE_ASSIGNMENT|[22]|this.scrollTopValue|0.0|0x69ce7583
17:10:23.0 (96914610)|STATEMENT_EXECUTE|[110]
17:10:23.0 (96987767)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"currentScrollValue":0.0,"currentUser":"0x7baae3d0","isReadOnly":false,"isReadOnlyUsers":false,"isValid":false,"lsRolesFull":"0x572325ac","scrollTopValue":0.0}|0x69ce7583
17:10:23.0 (96999140)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|"1"
17:10:23.0 (97008383)|VARIABLE_ASSIGNMENT|[54]|this.callType|"1"|0x69ce7583
17:10:23.0 (97038011)|STATEMENT_EXECUTE|[111]
17:10:23.0 (97098804)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"callType":"1","currentScrollValue":0.0,"currentUser":"0x7baae3d0","isReadOnly":false,"isReadOnlyUsers":false,"isValid":false,"lsRolesFull":"0x572325ac","scrollTopValue":0.0}|0x69ce7583
17:10:23.0 (97133531)|STATEMENT_EXECUTE|[114]
17:10:23.0 (97135686)|STATEMENT_EXECUTE|[119]
17:10:23.0 (97145873)|HEAP_ALLOCATE|[119]|Bytes:4
17:10:23.0 (97228004)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"callType":"1","currentScrollValue":0.0,"currentUser":"0x7baae3d0","isReadOnly":false,"isReadOnlyUsers":false,"isValid":false,"lsRolesFull":"0x572325ac","scrollTopValue":0.0}|0x69ce7583
17:10:23.0 (97243013)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|{}|0x6c09aa35
17:10:23.0 (97254787)|VARIABLE_ASSIGNMENT|[28]|this.mpAnswerType|{}|0x69ce7583
17:10:23.0 (97265400)|HEAP_ALLOCATE|[119]|Bytes:18
17:10:23.0 (97270509)|HEAP_ALLOCATE|[119]|Bytes:13
17:10:23.0 (98466633)|HEAP_ALLOCATE|[120]|Bytes:8
17:10:23.0 (98985190)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:36
17:10:23.0 (99041812)|HEAP_ALLOCATE|[120]|Bytes:36
17:10:23.0 (99210290)|HEAP_ALLOCATE|[120]|Bytes:5
17:10:23.0 (99242501)|HEAP_ALLOCATE|[120]|Bytes:4
17:10:23.0 (99269148)|VARIABLE_SCOPE_BEGIN|[120]|f|Schema.PicklistEntry|true|false
17:10:23.0 (99285596)|VARIABLE_ASSIGNMENT|[120]|f|TEXT|0x260fecb3
17:10:23.0 (99291904)|STATEMENT_EXECUTE|[120]
